Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL2016913,,None,424.48,0,1.19,29,CN1CCN(CC(=O)N2CCc3nc(-c4cc5c(F)cccc5[nH]c4=O)[nH]c3C2)CC1,IC50,'=',1050,nM,5.98,,,UO_0000065,14.09,0.26,4.79,6.77,0,CHEMBL2020676,Inhibition of recombinant VEGFR-2 kinase domain by homogeneous time-resolved fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2016553,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,,,,1.05
CHEMBL376245,,None,484.56,0,4.77,34e,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(OCCN4CCCC4=O)c4[nH]nc(N)c34)cc2)c1,IC50,'=',25,nM,7.6,,,UO_0000065,15.69,0.29,2.83,6.06,0,CHEMBL920439,Inhibition of KDR by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1142982,1,Scientific Literature,J Med Chem,2007,None,,,,25
CHEMBL374752,,None,375.41,0,4.9,29c,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(F)c4[nH]nc(N)c34)cc2)c1,IC50,'=',5,nM,8.3,,,UO_0000065,22.11,0.4,3.4,8.66,0,CHEMBL920439,Inhibition of KDR by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1142982,1,Scientific Literature,J Med Chem,2007,None,,,,5
CHEMBL4868291,,None,407.26,0,4.46,6,COc1cc(N2Cc3cnc4[nH]ccc4c3N(C)C2=O)c(Cl)c(OC)c1Cl,IC50,'>',2000,nM,,,,UO_0000065,,,,,0,CHEMBL4810140,Inhibition of human recombinant N-terminal His6-tagged VEGFR2 expressed in baculovirus infected Sf21insect cells using biotin-labeled EQEDEPEGDYFEWLE peptide as substrate incubated for 20 mins in presence of ATP by plate reader assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4808209,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.3333 hr,,,2000
CHEMBL1807479,,None,547.64,1,3.84,8t,O=C(Nc1cc(-c2cccc(NS(=O)(=O)c3ccccc3)c2)n[nH]1)c1ccc(OCCN2CCOCC2)cc1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL1810161,Inhibition of recombinant GST-tagged VEGFR2 expressed in Sf9 insect cells after 120 mins by Kinase-Glo assay,B,BAO_0000219,cell-based format,None,None,None,Sf9,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1806486,1,Scientific Literature,Bioorg Med Chem,2011,CHEMBL3308860,,,,1
CHEMBL271984,,None,374.4,0,4.3,51,COc1cc2nccc(Oc3ccc4c(C(N)=O)cccc4c3)c2cc1OC,IC50,'=',0.8913,nM,9.05,,,UO_0000065,24.17,0.44,4.75,10.82,1,CHEMBL1244602,Inhibition of human VEGFR2 after 60 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1240342,1,Scientific Literature,J Mol Graph Model,2009,None,,,,9.05
CHEMBL4785623,,None,465.56,0,3.38,40,Cc1nc(NC(=O)CN2CCN(C)CC2)sc1-c1ccc2c(-c3cncc(F)c3)n[nH]c2c1,GI50,'=',1800,nM,,,,UO_0000065,,,,,0,CHEMBL4774718,Inhibition of wild type TEL fused VEGFR2 (unknown origin) transfected in mouse BAF3 cells assessed as growth inhibition after 72 hrs by CCK8 assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4765452,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 72.0 hr,INHIBITOR,,1.8
CHEMBL4781870,,None,450.57,0,2.58,43,Cc1nc(NC(=O)CN2CCN(C)CC2)sc1-c1ccc2c(-c3ccn(C)n3)n[nH]c2c1,GI50,'=',351,nM,,,,UO_0000065,,,,,0,CHEMBL4774718,Inhibition of wild type TEL fused VEGFR2 (unknown origin) transfected in mouse BAF3 cells assessed as growth inhibition after 72 hrs by CCK8 assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,BaF3,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4765452,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 72.0 hr,INHIBITOR,,0.351
CHEMBL539425,,None,350.41,0,3.54,14b,Oc1nc(NCc2ccccc2)nc(Nc2ccc3ncsc3c2)n1,IC50,'=',2000,nM,5.7,,,UO_0000065,16.26,0.31,2.16,5.95,0,CHEMBL831136,In vitro inhibition of Vascular endothelial growth factor receptor 2 at 10 uM ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1142716,1,Scientific Literature,J Med Chem,2005,None,,,,2
CHEMBL2036871,,None,321.34,0,1.19,7,Cn1c(=O)c2ccc(-c3nc4ccccc4n3C)nc2n(C)c1=O,Inhibition,,,%,,,Not Active,UO_0000187,,,,,0,CHEMBL2038040,Inhibition of recombinant VEGFR2 using poly(Glu,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL200586,,None,196.23,0,1.72,5,COC(=O)c1cc2c(C)n[nH]c2s1,IC50,'=',23000,nM,4.64,,,UO_0000065,23.64,0.49,2.92,8.44,0,CHEMBL864551,Inhibitory activity against KDR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1148538,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,,23
CHEMBL199996,,None,315.36,0,2.68,13h,Cc1n[nH]c2sc(C(N)=O)c(NC(=O)Nc3ccccc3)c12,IC50,'=',20000,nM,4.7,,,UO_0000065,14.9,0.29,2.02,4.16,0,CHEMBL864551,Inhibitory activity against KDR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1148538,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,,20
CHEMBL199737,,None,238.27,0,0.99,13a,CC(=O)Nc1c(C(N)=O)sc2[nH]nc(C)c12,IC50,'=',19000,nM,4.72,,,UO_0000065,19.81,0.4,3.73,4.68,0,CHEMBL864551,Inhibitory activity against KDR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1148538,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,,19
CHEMBL199755,,None,325.44,0,4.35,9b,O=C(NC1CCCCC1)c1cc2c(-c3ccccc3)[nH]nc2s1,IC50,'=',490,nM,6.31,,,UO_0000065,19.39,0.37,1.96,10.92,0,CHEMBL864551,Inhibitory activity against KDR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1148538,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,,0.49
CHEMBL199951,,None,263.37,0,3,8d,Cc1n[nH]c2sc(C(=O)NC3CCCCC3)cc12,IC50,'>',20000,nM,,,,UO_0000065,,,,,0,CHEMBL864551,Inhibitory activity against KDR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1148538,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,,20
CHEMBL200348,,None,279.37,0,2.4,7b,COC(=O)c1cc2c(CN3CCCCC3)n[nH]c2s1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL864551,Inhibitory activity against KDR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1148538,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,,100
CHEMBL205823,,None,417.3,1,6.9,13,Clc1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1Cl,IC50,'=',110,nM,6.96,,,UO_0000065,16.68,0.33,0.06,13.73,0,CHEMBL866514,Inhibition of VEGFR2 by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1146055,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,,0.11
CHEMBL203429,,None,418.5,1,5.27,38,O=C(Nc1ccc(Cc2ccccc2)cc1)c1ccccc1Cn1ccc2ncnc-2c1,IC50,'=',2120,nM,5.67,,,UO_0000065,13.56,0.24,0.4,9.49,0,CHEMBL866567,Inhibitory activity against VEGFR-2 using 2 uM ATP by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1139022,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,,2.12
CHEMBL206403,,None,360.39,0,4.13,31,Cc1ccc(NC(=O)c2ccccc2Cn2ccc3ncnc-3c2)c(F)c1,IC50,'=',210,nM,6.68,,,UO_0000065,18.53,0.34,2.55,11.16,0,CHEMBL866567,Inhibitory activity against VEGFR-2 using 2 uM ATP by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1139022,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,,0.21
CHEMBL195054,,None,374.47,0,4.81,64,Cc1cccc(NC(=O)c2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL871626,Inhibitory concentration against human KDR kinase expressed in NIH3T3 cells with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NIH3T3,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141091,1,Scientific Literature,J Med Chem,2005,CHEMBL3307716,,,,50000
CHEMBL196934,,None,399.48,0,4.98,68,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)c2cc3ccccc3[nH]2)cc1,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL871626,Inhibitory concentration against human KDR kinase expressed in NIH3T3 cells with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NIH3T3,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141091,1,Scientific Literature,J Med Chem,2005,CHEMBL3307716,,,,50000
CHEMBL382517,,None,409.9,1,5.55,20,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(Cl)c2)cc1,IC50,'=',35,nM,7.46,,,UO_0000065,18.19,0.36,1.91,8.02,0,CHEMBL871626,Inhibitory concentration against human KDR kinase expressed in NIH3T3 cells with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NIH3T3,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141091,1,Scientific Literature,J Med Chem,2005,CHEMBL3307716,,,,35
CHEMBL372174,,None,409.9,1,5.55,21,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,IC50,'=',96,nM,7.02,,,UO_0000065,17.12,0.34,1.47,7.55,0,CHEMBL871626,Inhibitory concentration against human KDR kinase expressed in NIH3T3 cells with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NIH3T3,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141091,1,Scientific Literature,J Med Chem,2005,CHEMBL3307716,,,,96
CHEMBL382112,,None,474.59,0,4.91,53,Cc1cccc(NC(=O)Nc2ccc(-c3c(CCC(=O)N(C)C)sc4ncnc(N)c34)cc2)c1,IC50,'=',210,nM,6.68,,,UO_0000065,14.07,0.27,1.77,5.9,0,CHEMBL871626,Inhibitory concentration against human KDR kinase expressed in NIH3T3 cells with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NIH3T3,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141091,1,Scientific Literature,J Med Chem,2005,CHEMBL3307716,,,,210
CHEMBL369908,,None,466.57,1,5.88,83,Cc1cccc(NC(=O)Nc2ccc(-c3c(Cc4ccncc4)sc4ncnc(N)c34)cc2)c1,IC50,'=',53,nM,7.28,,,UO_0000065,15.59,0.29,1.4,6.88,0,CHEMBL871626,Inhibitory concentration against human KDR kinase expressed in NIH3T3 cells with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NIH3T3,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141091,1,Scientific Literature,J Med Chem,2005,CHEMBL3307716,,,,53
CHEMBL196636,,None,446.58,0,5,87,Cc1cccc(NC(=O)Nc2ccc(-c3c(CCN(C)C)sc4ncnc(N)c34)cc2)c1,IC50,'=',230,nM,6.64,,,UO_0000065,14.86,0.28,1.64,6.9,0,CHEMBL871626,Inhibitory concentration against human KDR kinase expressed in NIH3T3 cells with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NIH3T3,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141091,1,Scientific Literature,J Med Chem,2005,CHEMBL3307716,,,,230
CHEMBL196615,,None,409.9,1,5.55,92,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2Cl)c1,IC50,'=',83,nM,7.08,,,UO_0000065,17.27,0.35,1.53,7.62,0,CHEMBL871626,Inhibitory concentration against human KDR kinase expressed in NIH3T3 cells with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NIH3T3,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141091,1,Scientific Literature,J Med Chem,2005,CHEMBL3307716,,,,83
CHEMBL2113172,,None,419.82,0,2.21,9c,COCCOc1cc2ncnc(NC3=CC(=O)C(OC)=C(Cl)C3=O)c2cc1OC,IC50,'<',1,nM,,,,UO_0000065,,,,,0,CHEMBL862696,Inhibition of poly(Glu4-Tyr)peptide phosphorylation by recombinant VEGFR2 at 1 mm ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141211,1,Scientific Literature,J Med Chem,2005,None,,,,1
CHEMBL3706824,,None,460.49,0,3.13,12,COCCOc1cc2ncnc(NC3=CC(=O)C(N(C)c4ccccc4)=CC3=O)c2cc1OC,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL862697,Inhibitory activity against VEGF stimulated autophosphorylation of VEGFR2 expressed in KDR15 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,KDR15,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141211,1,Scientific Literature,J Med Chem,2005,None,,,,1000
CHEMBL3706823,,None,513.91,1,3.92,31,COCCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(F)c4)=C(Cl)C3=O)c2cc1OC,IC50,'<',1,nM,,,,UO_0000065,,,,,0,CHEMBL864514,Inhibition of poly(Glu4-Tyr)peptide phosphorylation by recombinant VEGFR2 at 10 uM ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141211,1,Scientific Literature,J Med Chem,2005,None,,,,1
CHEMBL200387,,None,399.4,0,2.03,36,CCOC1=CC(=O)C(Nc2ncnc3cc(OCCOC)c(OC)cc23)=CC1=O,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL862695,Inhibition of poly(Glu4-Tyr)peptide phosphorylation by recombinant VEGFR2 at 10 uM ATP and in presence of 5% mouse plasma,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141211,1,Scientific Literature,J Med Chem,2005,None,,,,1000
CHEMBL200723,,None,438.48,0,2.34,60,COC1=CC(=O)C(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)=CC1=O,IC50,'=',239.3,nM,6.62,,,UO_0000065,15.1,0.28,4.28,6.44,0,CHEMBL864514,Inhibition of poly(Glu4-Tyr)peptide phosphorylation by recombinant VEGFR2 at 10 uM ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141211,1,Scientific Literature,J Med Chem,2005,None,,,,239.3
CHEMBL2113184,,None,557.65,1,3.84,62,COc1cc2c(NC3=CC(=O)C(OCCN(C)c4ccccc4)=CC3=O)ncnc2cc1OCC1CCN(C)CC1,IC50,'=',5.8,nM,8.24,,,UO_0000065,14.77,0.27,4.4,7.76,0,CHEMBL862695,Inhibition of poly(Glu4-Tyr)peptide phosphorylation by recombinant VEGFR2 at 10 uM ATP and in presence of 5% mouse plasma,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141211,1,Scientific Literature,J Med Chem,2005,None,,,,5.8
CHEMBL3706843,,None,514.58,1,3.91,63,COc1cc2c(NC3=CC(=O)C(OCc4ccccc4)=CC3=O)ncnc2cc1OCC1CCN(C)CC1,IC50,'=',29.5,nM,7.53,,,UO_0000065,14.63,0.27,3.62,7.32,0,CHEMBL864515,Inhibition of poly(Glu4-Tyr)peptide phosphorylation by recombinant VEGFR2 at 10 uM ATP and in presence of 100 uM glutathione,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141211,1,Scientific Literature,J Med Chem,2005,None,,,,29.5
CHEMBL2113193,,None,502.52,1,3.16,65,COc1cc2c(NC3=CC(=O)C(OC(CF)CF)=CC3=O)ncnc2cc1OCCCN1CCCC1,IC50,'=',6.4,nM,8.19,,,UO_0000065,16.31,0.31,5.03,7.96,0,CHEMBL864514,Inhibition of poly(Glu4-Tyr)peptide phosphorylation by recombinant VEGFR2 at 10 uM ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141211,1,Scientific Literature,J Med Chem,2005,None,,,,6.4
CHEMBL2113193,,None,502.52,1,3.16,65,COc1cc2c(NC3=CC(=O)C(OC(CF)CF)=CC3=O)ncnc2cc1OCCCN1CCCC1,IC50,'=',7.4,nM,8.13,,,UO_0000065,16.18,0.31,4.97,7.9,0,CHEMBL862695,Inhibition of poly(Glu4-Tyr)peptide phosphorylation by recombinant VEGFR2 at 10 uM ATP and in presence of 5% mouse plasma,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141211,1,Scientific Literature,J Med Chem,2005,None,,,,7.4
CHEMBL3706816,,None,538.6,1,4.23,70,C#CC(OC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O)c1ccccc1,IC50,'=',10.4,nM,7.98,,,UO_0000065,14.82,0.27,3.75,7.76,0,CHEMBL862696,Inhibition of poly(Glu4-Tyr)peptide phosphorylation by recombinant VEGFR2 at 1 mm ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141211,1,Scientific Literature,J Med Chem,2005,None,,,,10.4
CHEMBL2113164,,None,488.49,0,3.12,75,COc1cc2c(NC3=CC(=O)C(OCC(F)F)=CC3=O)ncnc2cc1OCCCN1CCCC1,IC50,'=',2.4,nM,8.62,,,UO_0000065,17.65,0.34,5.5,8.38,0,CHEMBL862695,Inhibition of poly(Glu4-Tyr)peptide phosphorylation by recombinant VEGFR2 at 10 uM ATP and in presence of 5% mouse plasma,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1141211,1,Scientific Literature,J Med Chem,2005,None,,,,2.4
CHEMBL372657,,None,406.88,0,4.03,58,Clc1cccc(Nc2cncc(-c3cncc(NCCCn4cncn4)c3)n2)c1,IC50,'=',67.61,nM,7.17,,,UO_0000065,17.62,0.34,3.14,7.67,0,CHEMBL831656,Inhibitory concentration (experimental) against vascular endothelial growth factor receptor 2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1140334,1,Scientific Literature,J Med Chem,2005,None,,,,7.17
CHEMBL281948,K-252A,None,467.48,0,3.66,1 (K252a),COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,IC50,'=',43,nM,7.37,,,UO_0000065,15.76,0.29,3.71,7.78,0,CHEMBL818399,Inhibition of VEGF-receptor 2 (KDR),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1135387,1,Scientific Literature,Bioorg Med Chem Lett,2002,None,,,,43
CHEMBL268826,,None,451.56,1,6.56,12d,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5ccncc5)cnc(N)c34)cc2)c1,IC50,'=',5,nM,8.3,,,UO_0000065,18.38,0.34,1.74,8.93,0,CHEMBL907546,Inhibition of KDR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1144590,1,Scientific Literature,Bioorg Med Chem Lett,2007,None,,,,5
CHEMBL181147,,None,354.37,0,2.76,11,COc1ccc(-c2cc3c(NC(=O)N4CCOCC4)ncnc3o2)cc1,IC50,'>',48000,nM,,,,UO_0000065,,,,,0,CHEMBL833502,Inhibition of Vascular endothelial growth factor receptor 2 kinase,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1137112,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,,,48
CHEMBL1681945,,None,417.81,0,3.43,4o,CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2cc(C)on2)c(Cl)c1,IC50,'=',2,nM,8.7,,,UO_0000065,20.82,0.41,5.27,5.81,0,CHEMBL1686633,Inhibition of VEGFR2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1681715,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,,2
CHEMBL103667,DORAMAPIMOD,2,527.67,2,5.99,BIRB-796,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,Kd,'=',3900,nM,5.41,,,UO_0000065,10.25,0.19,-0.58,6.71,0,CHEMBL1051261,Binding constant for VEGFR2 kinase domain,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1150977,1,Scientific Literature,Nat Biotechnol,2008,None,,,,3900
CHEMBL2023224,,None,440.53,1,5.89,14,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cc[nH]n5)cnc(N)c34)cc2)c1,IC50,'=',6,nM,8.22,,,UO_0000065,18.66,0.35,2.33,7.56,0,CHEMBL2024776,Inhibition of KDR using 1 mM ATP by HTRF assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2021801,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,,,,6
CHEMBL2023227,,None,458.52,1,5.73,20,Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5ccccc5F)cc4)csc23)cn1,IC50,'=',3,nM,8.52,,,UO_0000065,18.59,0.35,2.79,8.71,0,CHEMBL2024776,Inhibition of KDR using 1 mM ATP by HTRF assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2021801,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,,,,3
